netuid,name,alpha_price,change_1h,change_1d,change_7d,liquidity_tao,flow_24h,flow_7d,emission,drawdown,score,ml_prob_up,ml_return_pred
97,distil,0.037569111,-0.27006825012274743,-14.423506471485384,-21.135231570870122,9032.27556938,6161.212078905,0.0,0.0,22.04220677112137,0.0,,
65,TAO Private Network,0.003940272,-0.01517431430115685,0.5551845251660258,-3.6394152147751173,15169.407257617,310.285375881,0.0,0.0,4.61350816491497,0.0,,
83,CliqueAI,0.006944549,-9.519835074369885,-12.241484154167795,49.33470241327219,12171.924831412,3967.826993673,0.0,0.0,17.68164851278002,0.0,,
42,Unknown,0.003757176,0.19742528414386684,0.756780181906142,2.7999850061876836,18065.39903879,1142.856625849,0.0,0.0,3.5639681899805793,0.0,,
59,Babelbit,0.003877706,-0.7183741772416357,-7.125752834220552,-4.157810025289624,13746.532792715,2443.894130869,0.0,0.0,10.350784351396094,0.0,,
77,Liquidity,0.004171012,0.009902654271005196,-0.2930243565440433,-0.5003593761144774,19397.762287894,87.993773146,0.0,0.0,1.3907031132128747,0.0,,
58,Handshake,0.004733933,0.748580635865768,-3.0451901008844025,-0.5690997826519819,16371.237464504,1426.4870395,0.0,0.0,6.509865515731277,0.0,,
60,Bitsec.ai,0.004355664,0.41260870226748053,1.8979846692060467,1.9801025124253937,14080.439370968,3666.258426453,0.0,0.0,8.253744007387324,0.0,,
27,Nodexo,0.004511574,0.5790529695024077,-3.774355150520333,0.8849961214195805,17163.698363339,844.701302666,0.0,0.0,9.714252129432113,0.0,,
16,BitAds,0.004694449,0.010247193845377728,1.3116816691736788,-0.15541002127715686,17066.667650024,121.756602547,0.0,0.0,2.125183396826331,0.0,,
32,ItsAI,0.003962889,-1.7135749681298023,-8.333086599092326,5.736731909720768,15909.658514542,1341.217191825,0.0,0.0,12.739524287038956,0.0,,
22,Desearch,0.004890884,-0.01592505452644632,-1.0943379361654066,-1.9487619509672038,18946.712921362,352.749416815,0.0,0.0,5.691396907433507,0.0,,
25,Mainframe,0.004604839,-0.001715557149986167,-1.341185464059726,-1.3298120808245302,21704.307840398,138.903743267,0.0,0.0,6.0008323422794145,0.0,,
